item,weight,year,month,value,date
Index of Crude Oil,NA,2020,4,80.2,2020-04-01
Index of Crude Oil,NA,2020,5,82.0,2020-05-01
Index of Crude Oil,NA,2020,6,79.6,2020-06-01
Index of Crude Oil,NA,2020,7,83.0,2020-07-01
Index of Crude Oil,NA,2020,8,81.2,2020-08-01
Index of Crude Oil,NA,2020,9,78.3,2020-09-01
Index of Crude Oil,NA,2020,10,80.9,2020-10-01
Index of Crude Oil,NA,2020,11,78.3,2020-11-01
Index of Crude Oil,NA,2020,12,80.5,2020-12-01
Index of Crude Oil,NA,2021,1,81.1,2021-01-01
Index of Crude Oil,NA,2021,2,73.2,2021-02-01
Index of Crude Oil,NA,2021,3,82.4,2021-03-01
Index of Crude Oil,NA,2021,4,78.5,2021-04-01
Index of Crude Oil,NA,2021,5,76.8,2021-05-01
Index of Crude Oil,NA,2021,6,78.2,2021-06-01
Index of Crude Oil,NA,2021,7,80.3,2021-07-01
Index of Crude Oil,NA,2021,8,79.4,2021-08-01
Index of Crude Oil,NA,2021,9,77.0,2021-09-01
Index of Crude Oil,NA,2021,10,79.2,2021-10-01
Index of Crude Oil,NA,2021,11,76.6,2021-11-01
Index of Crude Oil,NA,2021,12,79.1,2021-12-01
Index of Crude Oil,NA,2022,1,79.1,2022-01-01
Index of Crude Oil,NA,2022,2,71.6,2022-02-01
Index of Crude Oil,NA,2022,3,79.6,2022-03-01
Index of Crude Oil,NA,2022,5,80.3,2022-05-01
Index of Crude Oil,NA,2022,6,76.9,2022-06-01
Index of Crude Oil,NA,2022,7,77.3,2022-07-01
Index of Crude Oil,NA,2022,8,76.7,2022-08-01
Index of Crude Oil,NA,2022,9,75.2,2022-09-01
Index of Crude Oil,NA,2022,10,77.4,2022-10-01
Index of Crude Oil,NA,2022,11,75.8,2022-11-01
Index of Crude Oil,NA,2022,12,78.2,2022-12-01
Index of Crude Oil,NA,2023,1,78.3,2023-01-01
Index of Crude Oil,NA,2023,2,68.1,2023-02-01
Index of Crude Oil,NA,2023,3,77.3,2023-03-01
Index of Crude Oil,NA,2023,4,75.0,2023-04-01
Index of Crude Oil,NA,2023,5,78.8,2023-05-01
Index of Crude Oil,NA,2023,6,76.4,2023-06-01
Index of Crude Oil,NA,2023,7,78.9,2023-07-01
Index of Crude Oil,NA,2023,8,78.4,2023-08-01
Index of Crude Oil,NA,2023,9,74.9,2023-09-01
Index of Crude Oil,NA,2023,10,78.4,2023-10-01
Index of Crude Oil,NA,2023,11,75.5,2023-11-01
Index of Crude Oil,NA,2023,12,77.4,2023-12-01
Index of Crude Oil,NA,2024,1,78.8,2024-01-01
Index of Crude Oil,NA,2024,2,73.5,2024-02-01
Index of Crude Oil,NA,2024,3,78.9,2024-03-01
Index of Crude Oil,NA,2024,4,76.3,2024-04-01
Index of Crude Oil,NA,2024,5,77.9,2024-05-01
Index of Crude Oil,NA,2024,6,74.4,2024-06-01
Index of Crude Oil,NA,2024,7,76.6,2024-07-01
Index of Natural Gas,NA,2011,4,104.0,2011-04-01
Index of Natural Gas,NA,2011,5,104.4,2011-05-01
Index of Natural Gas,NA,2011,6,100.2,2011-06-01
Index of Natural Gas,NA,2011,7,104.2,2011-07-01
Index of Natural Gas,NA,2011,8,103.8,2011-08-01
Index of Natural Gas,NA,2011,9,99.8,2011-09-01
Index of Natural Gas,NA,2011,10,101.7,2011-10-01
Index of Natural Gas,NA,2011,11,97.1,2011-11-01
Index of Natural Gas,NA,2011,12,98.5,2011-12-01
Index of Natural Gas,NA,2012,1,98.3,2012-01-01
Index of Natural Gas,NA,2012,2,90.8,2012-02-01
Index of Natural Gas,NA,2012,3,97.1,2012-03-01
Index of Natural Gas,NA,2012,4,91.6,2012-04-01
Index of Natural Gas,NA,2012,5,93.1,2012-05-01
Index of Natural Gas,NA,2012,6,89.3,2012-06-01
Index of Natural Gas,NA,2012,7,90.6,2012-07-01
Index of Natural Gas,NA,2012,8,89.7,2012-08-01
Index of Natural Gas,NA,2012,9,84.4,2012-09-01
Index of Natural Gas,NA,2012,10,86.4,2012-10-01
Index of Natural Gas,NA,2012,11,82.1,2012-11-01
Index of Natural Gas,NA,2012,12,84.3,2012-12-01
Index of Natural Gas,NA,2013,1,82.1,2013-01-01
Index of Natural Gas,NA,2013,2,72.9,2013-02-01
Index of Natural Gas,NA,2013,3,80.5,2013-03-01
Index of Natural Gas,NA,2013,4,76.1,2013-04-01
Index of Natural Gas,NA,2013,5,76.1,2013-05-01
Index of Natural Gas,NA,2013,6,74.4,2013-06-01
Index of Natural Gas,NA,2013,7,75.7,2013-07-01
Index of Natural Gas,NA,2013,8,75.3,2013-08-01
Index of Natural Gas,NA,2013,9,73.1,2013-09-01
Index of Natural Gas,NA,2013,10,74.5,2013-10-01
Index of Natural Gas,NA,2013,11,73.1,2013-11-01
Index of Natural Gas,NA,2013,12,75.8,2013-12-01
Index of Natural Gas,NA,2014,1,77.8,2014-01-01
Index of Natural Gas,NA,2014,2,69.7,2014-02-01
Index of Natural Gas,NA,2014,3,72.7,2014-03-01
Index of Natural Gas,NA,2014,4,69.8,2014-04-01
Index of Natural Gas,NA,2014,5,74.3,2014-05-01
Index of Natural Gas,NA,2014,6,73.1,2014-06-01
Index of Natural Gas,NA,2014,7,68.7,2014-07-01
Index of Natural Gas,NA,2014,8,68.8,2014-08-01
Index of Natural Gas,NA,2014,9,68.7,2014-09-01
Index of Natural Gas,NA,2014,10,71.5,2014-10-01
Index of Natural Gas,NA,2014,11,71.2,2014-11-01
Index of Natural Gas,NA,2014,12,73.3,2014-12-01
Index of Natural Gas,NA,2015,1,72.7,2015-01-01
Index of Natural Gas,NA,2015,2,63.7,2015-02-01
Index of Natural Gas,NA,2015,3,71.0,2015-03-01
Index of Natural Gas,NA,2015,4,66.8,2015-04-01
Index of Natural Gas,NA,2015,5,71.4,2015-05-01
Index of Natural Gas,NA,2015,6,67.8,2015-06-01
Index of Natural Gas,NA,2015,7,65.1,2015-07-01
Index of Natural Gas,NA,2015,8,70.8,2015-08-01
Index of Natural Gas,NA,2015,9,68.7,2015-09-01
Index of Natural Gas,NA,2015,10,70.1,2015-10-01
Index of Natural Gas,NA,2015,11,68.3,2015-11-01
Index of Natural Gas,NA,2015,12,68.7,2015-12-01
Index of Natural Gas,NA,2016,1,61.3,2016-01-01
Index of Natural Gas,NA,2016,2,64.6,2016-02-01
Index of Natural Gas,NA,2016,3,63.0,2016-03-01
Index of Natural Gas,NA,2016,4,62.2,2016-04-01
Index of Natural Gas,NA,2016,5,66.7,2016-05-01
Index of Natural Gas,NA,2016,6,65.1,2016-06-01
Index of Natural Gas,NA,2016,7,67.7,2016-07-01
Index of Natural Gas,NA,2016,8,66.6,2016-08-01
Index of Natural Gas,NA,2016,9,64.7,2016-09-01
Index of Natural Gas,NA,2016,10,69.0,2016-10-01
Index of Natural Gas,NA,2016,11,66.9,2016-11-01
Index of Natural Gas,NA,2016,12,68.4,2016-12-01
Index of Natural Gas,NA,2017,1,68.4,2017-01-01
Index of Natural Gas,NA,2017,2,63.2,2017-02-01
Index of Natural Gas,NA,2017,3,69.1,2017-03-01
Index of Natural Gas,NA,2017,4,63.5,2017-04-01
Index of Natural Gas,NA,2017,5,69.7,2017-05-01
Index of Natural Gas,NA,2017,6,69.3,2017-06-01
Index of Natural Gas,NA,2017,7,72.2,2017-07-01
Index of Natural Gas,NA,2017,8,69.5,2017-08-01
Index of Natural Gas,NA,2017,9,68.8,2017-09-01
Index of Natural Gas,NA,2017,10,71.0,2017-10-01
Index of Natural Gas,NA,2017,11,68.5,2017-11-01
Index of Natural Gas,NA,2017,12,69.2,2017-12-01
Index of Natural Gas,NA,2018,1,67.6,2018-01-01
Index of Natural Gas,NA,2018,2,62.1,2018-02-01
Index of Natural Gas,NA,2018,3,69.8,2018-03-01
Index of Natural Gas,NA,2018,4,67.1,2018-04-01
Index of Natural Gas,NA,2018,5,68.7,2018-05-01
Index of Natural Gas,NA,2018,6,67.4,2018-06-01
Index of Natural Gas,NA,2018,7,68.5,2018-07-01
Index of Natural Gas,NA,2018,8,70.2,2018-08-01
Index of Natural Gas,NA,2018,9,67.6,2018-09-01
Index of Natural Gas,NA,2018,10,70.3,2018-10-01
Index of Natural Gas,NA,2018,11,68.9,2018-11-01
Index of Natural Gas,NA,2018,12,72.2,2018-12-01
Index of Natural Gas,NA,2019,1,71.8,2019-01-01
Index of Natural Gas,NA,2019,2,64.4,2019-02-01
Index of Natural Gas,NA,2019,3,70.7,2019-03-01
Index of Natural Gas,NA,2019,4,66.6,2019-04-01
Index of Natural Gas,NA,2019,5,68.7,2019-05-01
Index of Natural Gas,NA,2019,6,66.0,2019-06-01
Index of Natural Gas,NA,2019,7,68.1,2019-07-01
Index of Natural Gas,NA,2019,8,67.4,2019-08-01
Index of Natural Gas,NA,2019,9,64.3,2019-09-01
Index of Natural Gas,NA,2019,10,66.3,2019-10-01
Index of Natural Gas,NA,2019,11,64.4,2019-11-01
Index of Natural Gas,NA,2019,12,65.5,2019-12-01
Index of Natural Gas,NA,2020,1,65.3,2020-01-01
Index of Natural Gas,NA,2020,2,58.3,2020-02-01
Index of Natural Gas,NA,2020,3,60.1,2020-03-01
Index of Natural Gas,NA,2020,4,53.3,2020-04-01
Index of Natural Gas,NA,2020,5,57.2,2020-05-01
Index of Natural Gas,NA,2020,6,58.1,2020-06-01
Index of Natural Gas,NA,2020,7,61.2,2020-07-01
Index of Natural Gas,NA,2020,8,61.0,2020-08-01
Index of Natural Gas,NA,2020,9,57.5,2020-09-01
Index of Natural Gas,NA,2020,10,60.6,2020-10-01
Index of Natural Gas,NA,2020,11,58.4,2020-11-01
Index of Natural Gas,NA,2020,12,60.8,2020-12-01
Index of Natural Gas,NA,2021,1,64.0,2021-01-01
Index of Natural Gas,NA,2021,2,57.7,2021-02-01
Index of Natural Gas,NA,2021,3,67.5,2021-03-01
Index of Natural Gas,NA,2021,4,66.7,2021-04-01
Index of Natural Gas,NA,2021,5,68.7,2021-05-01
Index of Natural Gas,NA,2021,6,70.0,2021-06-01
Index of Natural Gas,NA,2021,7,72.8,2021-07-01
Index of Natural Gas,NA,2021,8,73.7,2021-08-01
Index of Natural Gas,NA,2021,9,73.3,2021-09-01
Index of Natural Gas,NA,2021,10,76.3,2021-10-01
Index of Natural Gas,NA,2021,11,72.2,2021-11-01
Index of Natural Gas,NA,2021,12,72.7,2021-12-01
Index of Natural Gas,NA,2022,1,71.4,2022-01-01
Index of Natural Gas,NA,2022,2,64.9,2022-02-01
Index of Natural Gas,NA,2022,3,72.6,2022-03-01
Index of Natural Gas,NA,2022,5,73.5,2022-05-01
Index of Natural Gas,NA,2022,6,70.9,2022-06-01
Index of Natural Gas,NA,2022,7,72.6,2022-07-01
Index of Natural Gas,NA,2022,8,73.0,2022-08-01
Index of Natural Gas,NA,2022,9,72.1,2022-09-01
Index of Natural Gas,NA,2022,10,73.0,2022-10-01
Index of Natural Gas,NA,2022,11,71.8,2022-11-01
Index of Natural Gas,NA,2022,12,74.5,2022-12-01
Index of Natural Gas,NA,2023,1,75.2,2023-01-01
Index of Natural Gas,NA,2023,2,67.0,2023-02-01
Index of Natural Gas,NA,2023,3,74.6,2023-03-01
Index of Natural Gas,NA,2023,4,68.9,2023-04-01
Index of Natural Gas,NA,2023,5,73.2,2023-05-01
Index of Natural Gas,NA,2023,6,73.4,2023-06-01
Index of Natural Gas,NA,2023,7,79.0,2023-07-01
Index of Natural Gas,NA,2023,8,80.3,2023-08-01
Index of Natural Gas,NA,2023,9,76.8,2023-09-01
Index of Natural Gas,NA,2023,10,80.3,2023-10-01
Index of Natural Gas,NA,2023,11,77.2,2023-11-01
Index of Natural Gas,NA,2023,12,79.5,2023-12-01
Index of Natural Gas,NA,2024,1,79.3,2024-01-01
Index of Natural Gas,NA,2024,2,74.5,2024-02-01
Index of Natural Gas,NA,2024,3,79.3,2024-03-01
Index of Natural Gas,NA,2024,4,74.8,2024-04-01
Index of Natural Gas,NA,2024,5,78.7,2024-05-01
Index of Natural Gas,NA,2024,6,75.8,2024-06-01
Index of Natural Gas,NA,2024,7,78.0,2024-07-01
Growth of  Crude Oil (%),NA,2012,4,-1.4,2012-04-01
Growth of  Crude Oil (%),NA,2012,5,0.5,2012-05-01
Growth of  Crude Oil (%),NA,2012,6,-0.8,2012-06-01
Growth of  Crude Oil (%),NA,2012,7,-0.7,2012-07-01
Growth of  Crude Oil (%),NA,2012,8,-0.6,2012-08-01
Growth of  Crude Oil (%),NA,2012,9,-1.8,2012-09-01
Growth of  Crude Oil (%),NA,2012,10,-0.4,2012-10-01
Growth of  Crude Oil (%),NA,2012,11,0.8,2012-11-01
Growth of  Crude Oil (%),NA,2012,12,1.0,2012-12-01
Growth of  Crude Oil (%),NA,2013,1,-0.2,2013-01-01
Growth of  Crude Oil (%),NA,2013,2,-4.0,2013-02-01
Growth of  Crude Oil (%),NA,2013,3,0.2,2013-03-01
Growth of  Crude Oil (%),NA,2013,4,-1.2,2013-04-01
Growth of  Crude Oil (%),NA,2013,5,-2.5,2013-05-01
Growth of  Crude Oil (%),NA,2013,6,-0.6,2013-06-01
Growth of  Crude Oil (%),NA,2013,7,-2.3,2013-07-01
Growth of  Crude Oil (%),NA,2013,8,-1.5,2013-08-01
Growth of  Crude Oil (%),NA,2013,9,0.5,2013-09-01
Growth of  Crude Oil (%),NA,2013,10,-0.6,2013-10-01
Growth of  Crude Oil (%),NA,2013,11,1.2,2013-11-01
Growth of  Crude Oil (%),NA,2013,12,1.6,2013-12-01
Growth of  Crude Oil (%),NA,2014,1,3.0,2014-01-01
Growth of  Crude Oil (%),NA,2014,2,1.9,2014-02-01
Growth of  Crude Oil (%),NA,2014,3,-1.6,2014-03-01
Growth of  Crude Oil (%),NA,2014,4,-0.1,2014-04-01
Growth of  Crude Oil (%),NA,2014,5,-0.3,2014-05-01
Growth of  Crude Oil (%),NA,2014,6,0.0,2014-06-01
Growth of  Crude Oil (%),NA,2014,7,-1.0,2014-07-01
Growth of  Crude Oil (%),NA,2014,8,-4.9,2014-08-01
Growth of  Crude Oil (%),NA,2014,9,-1.1,2014-09-01
Growth of  Crude Oil (%),NA,2014,10,1.0,2014-10-01
Growth of  Crude Oil (%),NA,2014,11,-0.1,2014-11-01
Growth of  Crude Oil (%),NA,2014,12,-1.4,2014-12-01
Growth of  Crude Oil (%),NA,2015,1,-2.3,2015-01-01
Growth of  Crude Oil (%),NA,2015,2,-1.9,2015-02-01
Growth of  Crude Oil (%),NA,2015,3,1.7,2015-03-01
Growth of  Crude Oil (%),NA,2015,4,-2.5,2015-04-01
Growth of  Crude Oil (%),NA,2015,5,0.8,2015-05-01
Growth of  Crude Oil (%),NA,2015,6,-0.7,2015-06-01
Growth of  Crude Oil (%),NA,2015,7,-0.4,2015-07-01
Growth of  Crude Oil (%),NA,2015,8,5.6,2015-08-01
Growth of  Crude Oil (%),NA,2015,9,-0.1,2015-09-01
Growth of  Crude Oil (%),NA,2015,10,-2.1,2015-10-01
Growth of  Crude Oil (%),NA,2015,11,-3.3,2015-11-01
Growth of  Crude Oil (%),NA,2015,12,-4.1,2015-12-01
Growth of  Crude Oil (%),NA,2016,1,-4.7,2016-01-01
Growth of  Crude Oil (%),NA,2016,2,0.7,2016-02-01
Growth of  Crude Oil (%),NA,2016,3,-5.1,2016-03-01
Growth of  Crude Oil (%),NA,2016,4,-2.2,2016-04-01
Growth of  Crude Oil (%),NA,2016,5,-3.3,2016-05-01
Growth of  Crude Oil (%),NA,2016,6,-4.3,2016-06-01
Growth of  Crude Oil (%),NA,2016,7,-1.8,2016-07-01
Growth of  Crude Oil (%),NA,2016,8,-3.9,2016-08-01
Growth of  Crude Oil (%),NA,2016,9,-4.1,2016-09-01
Growth of  Crude Oil (%),NA,2016,10,-3.2,2016-10-01
Growth of  Crude Oil (%),NA,2016,11,-5.4,2016-11-01
Growth of  Crude Oil (%),NA,2016,12,-0.8,2016-12-01
Growth of  Crude Oil (%),NA,2017,1,1.3,2017-01-01
Growth of  Crude Oil (%),NA,2017,2,-3.4,2017-02-01
Growth of  Crude Oil (%),NA,2017,3,0.9,2017-03-01
Growth of  Crude Oil (%),NA,2017,4,-0.6,2017-04-01
Growth of  Crude Oil (%),NA,2017,5,0.7,2017-05-01
Growth of  Crude Oil (%),NA,2017,6,0.6,2017-06-01
Growth of  Crude Oil (%),NA,2017,7,-0.5,2017-07-01
Growth of  Crude Oil (%),NA,2017,8,-1.6,2017-08-01
Growth of  Crude Oil (%),NA,2017,9,0.1,2017-09-01
Growth of  Crude Oil (%),NA,2017,10,-0.4,2017-10-01
Growth of  Crude Oil (%),NA,2017,11,0.2,2017-11-01
Growth of  Crude Oil (%),NA,2017,12,-2.1,2017-12-01
Growth of  Crude Oil (%),NA,2018,1,-3.2,2018-01-01
Growth of  Crude Oil (%),NA,2018,2,-2.4,2018-02-01
Growth of  Crude Oil (%),NA,2018,3,-1.6,2018-03-01
Growth of  Crude Oil (%),NA,2018,4,-0.8,2018-04-01
Growth of  Crude Oil (%),NA,2018,5,-2.9,2018-05-01
Growth of  Crude Oil (%),NA,2018,6,-3.4,2018-06-01
Growth of  Crude Oil (%),NA,2018,7,-5.4,2018-07-01
Growth of  Crude Oil (%),NA,2018,8,-3.7,2018-08-01
Growth of  Crude Oil (%),NA,2018,9,-4.2,2018-09-01
Growth of  Crude Oil (%),NA,2018,10,-5.0,2018-10-01
Growth of  Crude Oil (%),NA,2018,11,-3.5,2018-11-01
Growth of  Crude Oil (%),NA,2018,12,-4.3,2018-12-01
Growth of  Crude Oil (%),NA,2019,1,-4.3,2019-01-01
Growth of  Crude Oil (%),NA,2019,2,-6.1,2019-02-01
Growth of  Crude Oil (%),NA,2019,3,-6.2,2019-03-01
Growth of  Crude Oil (%),NA,2019,4,-6.7,2019-04-01
Growth of  Crude Oil (%),NA,2019,5,-6.9,2019-05-01
Growth of  Crude Oil (%),NA,2019,6,-6.8,2019-06-01
Growth of  Crude Oil (%),NA,2019,7,-4.4,2019-07-01
Growth of  Crude Oil (%),NA,2019,8,-5.4,2019-08-01
Growth of  Crude Oil (%),NA,2019,9,-5.4,2019-09-01
Growth of  Crude Oil (%),NA,2019,10,-5.1,2019-10-01
Growth of  Crude Oil (%),NA,2019,11,-6.0,2019-11-01
Growth of  Crude Oil (%),NA,2019,12,-7.4,2019-12-01
Growth of  Crude Oil (%),NA,2020,1,-5.3,2020-01-01
Growth of  Crude Oil (%),NA,2020,2,-6.4,2020-02-01
Growth of  Crude Oil (%),NA,2020,3,-5.5,2020-03-01
Growth of  Crude Oil (%),NA,2020,4,-6.4,2020-04-01
Growth of  Crude Oil (%),NA,2020,5,-7.1,2020-05-01
Growth of  Crude Oil (%),NA,2020,6,-6.0,2020-06-01
Growth of  Crude Oil (%),NA,2020,7,-4.9,2020-07-01
Growth of  Crude Oil (%),NA,2020,8,-6.3,2020-08-01
Growth of  Crude Oil (%),NA,2020,9,-6.0,2020-09-01
Growth of  Crude Oil (%),NA,2020,10,-6.2,2020-10-01
Growth of  Crude Oil (%),NA,2020,11,-4.9,2020-11-01
Growth of  Crude Oil (%),NA,2020,12,-3.6,2020-12-01
Growth of  Crude Oil (%),NA,2021,1,-4.6,2021-01-01
Growth of  Crude Oil (%),NA,2021,2,-3.2,2021-02-01
Growth of  Crude Oil (%),NA,2021,3,-3.1,2021-03-01
Growth of  Crude Oil (%),NA,2021,4,-2.1,2021-04-01
Growth of  Crude Oil (%),NA,2021,5,-6.3,2021-05-01
Growth of  Crude Oil (%),NA,2021,6,-1.8,2021-06-01
Growth of  Crude Oil (%),NA,2021,7,-3.2,2021-07-01
Growth of  Crude Oil (%),NA,2021,8,-2.3,2021-08-01
Growth of  Crude Oil (%),NA,2021,9,-1.7,2021-09-01
Growth of  Crude Oil (%),NA,2021,10,-2.2,2021-10-01
Growth of  Crude Oil (%),NA,2021,11,-2.2,2021-11-01
Growth of  Crude Oil (%),NA,2021,12,-1.8,2021-12-01
Growth of  Crude Oil (%),NA,2022,1,-2.4,2022-01-01
Growth of  Crude Oil (%),NA,2022,2,-2.2,2022-02-01
Growth of  Crude Oil (%),NA,2022,3,-3.4,2022-03-01
Growth of  Crude Oil (%),NA,2022,5,4.6,2022-05-01
Growth of  Crude Oil (%),NA,2022,6,-1.7,2022-06-01
Growth of  Crude Oil (%),NA,2022,7,-3.8,2022-07-01
Growth of  Crude Oil (%),NA,2022,8,-3.3,2022-08-01
Growth of  Crude Oil (%),NA,2022,9,-2.3,2022-09-01
Growth of  Crude Oil (%),NA,2022,10,-2.2,2022-10-01
Growth of  Crude Oil (%),NA,2022,11,-1.1,2022-11-01
Growth of  Crude Oil (%),NA,2022,12,-1.2,2022-12-01
Growth of  Crude Oil (%),NA,2023,1,-1.1,2023-01-01
Growth of  Crude Oil (%),NA,2023,2,-4.9,2023-02-01
Growth of  Crude Oil (%),NA,2023,3,-2.8,2023-03-01
Growth of  Crude Oil (%),NA,2023,4,-3.5,2023-04-01
Growth of  Crude Oil (%),NA,2023,5,-1.9,2023-05-01
Growth of  Crude Oil (%),NA,2023,6,-0.6,2023-06-01
Growth of  Crude Oil (%),NA,2023,7,2.1,2023-07-01
Growth of  Crude Oil (%),NA,2023,8,2.1,2023-08-01
Growth of  Crude Oil (%),NA,2023,9,-0.4,2023-09-01
Growth of  Crude Oil (%),NA,2023,10,1.3,2023-10-01
Growth of  Crude Oil (%),NA,2023,11,-0.4,2023-11-01
Growth of  Crude Oil (%),NA,2023,12,-1.0,2023-12-01
Growth of  Crude Oil (%),NA,2024,1,0.7,2024-01-01
Growth of  Crude Oil (%),NA,2024,2,7.9,2024-02-01
Growth of  Crude Oil (%),NA,2024,3,2.1,2024-03-01
Growth of  Crude Oil (%),NA,2024,4,1.7,2024-04-01
Growth of  Crude Oil (%),NA,2024,5,-1.1,2024-05-01
Growth of  Crude Oil (%),NA,2024,6,-2.6,2024-06-01
Growth of  Crude Oil (%),NA,2024,7,-2.9,2024-07-01
Growth of  Electricity  (%),NA,2012,4,5.4,2012-04-01
Growth of  Electricity  (%),NA,2012,5,5.9,2012-05-01
Growth of  Electricity  (%),NA,2012,6,8.8,2012-06-01
Growth of  Electricity  (%),NA,2012,7,2.7,2012-07-01
Growth of  Electricity  (%),NA,2012,8,1.9,2012-08-01
Growth of  Electricity  (%),NA,2012,9,3.9,2012-09-01
Growth of  Electricity  (%),NA,2012,10,5.5,2012-10-01
Growth of  Electricity  (%),NA,2012,11,2.4,2012-11-01
Growth of  Electricity  (%),NA,2012,12,5.2,2012-12-01
Growth of  Electricity  (%),NA,2013,1,6.3,2013-01-01
Growth of  Electricity  (%),NA,2013,2,-3.7,2013-02-01
Growth of  Electricity  (%),NA,2013,3,3.5,2013-03-01
Growth of  Electricity  (%),NA,2013,4,3.5,2013-04-01
Growth of  Electricity  (%),NA,2013,5,6.2,2013-05-01
Growth of  Electricity  (%),NA,2013,6,0.0,2013-06-01
Growth of  Electricity  (%),NA,2013,7,5.2,2013-07-01
Growth of  Electricity  (%),NA,2013,8,7.1,2013-08-01
Growth of  Electricity  (%),NA,2013,9,12.9,2013-09-01
Growth of  Electricity  (%),NA,2013,10,1.3,2013-10-01
Growth of  Electricity  (%),NA,2013,11,6.3,2013-11-01
Growth of  Electricity  (%),NA,2013,12,7.7,2013-12-01
Growth of  Electricity  (%),NA,2014,1,6.5,2014-01-01
Growth of  Electricity  (%),NA,2014,2,11.5,2014-02-01
Growth of  Electricity  (%),NA,2014,3,5.4,2014-03-01
Growth of  Electricity  (%),NA,2014,4,16.7,2014-04-01
Growth of  Electricity  (%),NA,2014,5,11.4,2014-05-01
Growth of  Electricity  (%),NA,2014,6,24.2,2014-06-01
Growth of  Electricity  (%),NA,2014,7,21.7,2014-07-01
Growth of  Electricity  (%),NA,2014,8,21.8,2014-08-01
Growth of  Electricity  (%),NA,2014,9,10.8,2014-09-01
Growth of  Electricity  (%),NA,2014,10,19.5,2014-10-01
Growth of  Electricity  (%),NA,2014,11,14.8,2014-11-01
Growth of  Electricity  (%),NA,2014,12,10.2,2014-12-01
Growth of  Electricity  (%),NA,2015,1,8.6,2015-01-01
Growth of  Electricity  (%),NA,2015,2,11.9,2015-02-01
Growth of  Electricity  (%),NA,2015,3,7.5,2015-03-01
Growth of  Electricity  (%),NA,2015,4,0.4,2015-04-01
Growth of  Electricity  (%),NA,2015,5,7.0,2015-05-01
Growth of  Electricity  (%),NA,2015,6,0.6,2015-06-01
Growth of  Electricity  (%),NA,2015,7,4.1,2015-07-01
Growth of  Electricity  (%),NA,2015,8,5.6,2015-08-01
Growth of  Electricity  (%),NA,2015,9,10.5,2015-09-01
Growth of  Electricity  (%),NA,2015,10,8.3,2015-10-01
Growth of  Electricity  (%),NA,2015,11,1.1,2015-11-01
Growth of  Electricity  (%),NA,2015,12,3.4,2015-12-01
Growth of  Electricity  (%),NA,2016,1,6.1,2016-01-01
Growth of  Electricity  (%),NA,2016,2,9.6,2016-02-01
Growth of  Electricity  (%),NA,2016,3,11.9,2016-03-01
Growth of  Electricity  (%),NA,2016,4,14.5,2016-04-01
Growth of  Electricity  (%),NA,2016,5,6.2,2016-05-01
Growth of  Electricity  (%),NA,2016,6,9.8,2016-06-01
Growth of  Electricity  (%),NA,2016,7,2.1,2016-07-01
Growth of  Electricity  (%),NA,2016,8,2.2,2016-08-01
Growth of  Electricity  (%),NA,2016,9,5.1,2016-09-01
Growth of  Electricity  (%),NA,2016,10,3.0,2016-10-01
Growth of  Electricity  (%),NA,2016,11,9.5,2016-11-01
Growth of  Electricity  (%),NA,2016,12,6.4,2016-12-01
Growth of  Electricity  (%),NA,2017,1,5.2,2017-01-01
Growth of  Electricity  (%),NA,2017,2,1.2,2017-02-01
Growth of  Electricity  (%),NA,2017,3,6.2,2017-03-01
Growth of  Electricity  (%),NA,2017,4,5.3,2017-04-01
Growth of  Electricity  (%),NA,2017,5,8.2,2017-05-01
Growth of  Electricity  (%),NA,2017,6,2.2,2017-06-01
Growth of  Electricity  (%),NA,2017,7,6.6,2017-07-01
Growth of  Electricity  (%),NA,2017,8,8.3,2017-08-01
Growth of  Electricity  (%),NA,2017,9,3.4,2017-09-01
Growth of  Electricity  (%),NA,2017,10,3.2,2017-10-01
Growth of  Electricity  (%),NA,2017,11,3.9,2017-11-01
Growth of  Electricity  (%),NA,2017,12,4.4,2017-12-01
Growth of  Electricity  (%),NA,2018,1,7.7,2018-01-01
Growth of  Electricity  (%),NA,2018,2,4.6,2018-02-01
Growth of  Electricity  (%),NA,2018,3,6.0,2018-03-01
Growth of  Electricity  (%),NA,2018,4,2.1,2018-04-01
Growth of  Electricity  (%),NA,2018,5,4.1,2018-05-01
Growth of  Electricity  (%),NA,2018,6,8.4,2018-06-01
Growth of  Electricity  (%),NA,2018,7,6.7,2018-07-01
Growth of  Electricity  (%),NA,2018,8,7.6,2018-08-01
Growth of  Electricity  (%),NA,2018,9,8.2,2018-09-01
Growth of  Electricity  (%),NA,2018,10,10.9,2018-10-01
Growth of  Electricity  (%),NA,2018,11,5.1,2018-11-01
Growth of  Electricity  (%),NA,2018,12,4.4,2018-12-01
Growth of  Electricity  (%),NA,2019,1,0.8,2019-01-01
Growth of  Electricity  (%),NA,2019,2,1.2,2019-02-01
Growth of  Electricity  (%),NA,2019,3,2.1,2019-03-01
Growth of  Electricity  (%),NA,2019,4,5.9,2019-04-01
Growth of  Electricity  (%),NA,2019,5,7.4,2019-05-01
Growth of  Electricity  (%),NA,2019,6,8.6,2019-06-01
Growth of  Electricity  (%),NA,2019,7,5.2,2019-07-01
Growth of  Electricity  (%),NA,2019,8,-0.9,2019-08-01
Growth of  Electricity  (%),NA,2019,9,-2.6,2019-09-01
Growth of  Electricity  (%),NA,2019,10,-12.2,2019-10-01
